timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1572262391466,40,https://www.vodafone.com.au/crowd/config/dcp1851tablet.json,200,OK,Vodafone_10UserGroup 1-8,text,true,,10557,318,10,10,https://www.vodafone.com.au/crowd/config/dcp1851tablet.json,40,0,0
1572262391506,57,https://www.vodafone.com.au/crowd/config/dcp1851nbn.json,200,OK,Vodafone_10UserGroup 1-8,text,true,,7991,315,10,10,https://www.vodafone.com.au/crowd/config/dcp1851nbn.json,56,0,0
1572262391506,57,https://www.vodafone.com.au/crowd/config/dcp1851nbn.json,200,OK,Vodafone_10UserGroup 1-8,text,true,,7991,315,10,10,https://www.vodafone.com.au/crowd/config/dcp1851nbn.json,56,0,0
1572262391563,32,https://www.vodafone.com.au/vcalightbox/bundleandsave,200,OK,Vodafone_10UserGroup 1-8,text,true,,4792,235,10,10,https://www.vodafone.com.au/vcalightbox/bundleandsave,31,0,0
1572262391563,32,https://www.vodafone.com.au/vcalightbox/bundleandsave,200,OK,Vodafone_10UserGroup 1-8,text,true,,4792,235,10,10,https://www.vodafone.com.au/vcalightbox/bundleandsave,31,0,0
1572262294136,1879,PhonePlans,200,"Number of samples in transaction : 8, number of failing samples : 0",Vodafone_10UserGroup 1-8,,true,,1923266,11594,10,10,null,432,95580,97
1572262294136,1879,PhonePlans,200,"Number of samples in transaction : 8, number of failing samples : 0",Vodafone_10UserGroup 1-8,,true,,1923266,11594,10,10,null,432,95580,97
1572262401499,1093,https://www.vodafone.com.au/plans,200,OK,Vodafone_10UserGroup 1-3,text,true,,726905,9620,10,10,https://www.vodafone.com.au/plans,151,0,84
1572262401499,247,https://www.vodafone.com.au/plans-0,200,OK,Vodafone_10UserGroup 1-3,text,true,,136691,380,10,10,https://www.vodafone.com.au/plans,151,0,84
1572262401749,34,https://www.vodafone.com.au/plans-1,304,Not Modified,Vodafone_10UserGroup 1-3,,true,,458,455,10,10,https://www.vodafone.com.au/sites/static/seed/seed.min.css,0,0,0
1572262401749,219,https://www.vodafone.com.au/plans-2,304,Not Modified,Vodafone_10UserGroup 1-3,,true,,458,467,10,10,https://www.vodafone.com.au/sites/static/simplicity/simplicity.min.css,0,0,160
1572262401749,160,https://www.vodafone.com.au/plans-3,304,Not Modified,Vodafone_10UserGroup 1-3,,true,,382,554,10,10,https://customer.cludo.com/css/269/1761/cludo-search.min.css,0,0,98
1572262401749,231,https://www.vodafone.com.au/plans-4,304,Not Modified,Vodafone_10UserGroup 1-3,,true,,436,453,10,10,https://www.vodafone.com.au/cs/static/mm/img/favicon.ico,0,0,167
1572262401750,238,https://www.vodafone.com.au/plans-5,304,Not Modified,Vodafone_10UserGroup 1-3,,true,,516,442,10,10,https://auth.myvodafone.com.au/resources/js/embedded.js,0,0,173
1572262401750,231,https://www.vodafone.com.au/plans-6,304,Not Modified,Vodafone_10UserGroup 1-3,,true,,458,453,10,10,https://www.vodafone.com.au/sites/static/js/aaa_login.js,0,0,171
1572262401783,223,https://www.vodafone.com.au/plans-7,304,Not Modified,Vodafone_10UserGroup 1-3,,true,,458,470,10,10,https://www.vodafone.com.au/sites/static/js/libraries/jquery-1.8.3.min.js,0,0,165
1572262401909,601,https://www.vodafone.com.au/plans-8,200,OK,Vodafone_10UserGroup 1-3,text,true,,364522,422,10,10,https://www.vodafone.com.au/images/0689_ATL-Plans-Refresh_bannerdesktop.jpg,287,0,230
1572262401968,449,https://www.vodafone.com.au/plans-9,200,OK,Vodafone_10UserGroup 1-3,text,true,,121027,428,10,10,https://www.vodafone.com.au/images/mobile/0689_ATL-Plans-Refresh_bannermobile.jpg,278,0,213
1572262401980,460,https://www.vodafone.com.au/plans-10,304,Not Modified,Vodafone_10UserGroup 1-3,,true,,396,525,10,10,https://www.vodafone.com.au/content/crowd/agents/DCP-1948/images/Delivery.svg,0,0,202
1572262401981,461,https://www.vodafone.com.au/plans-11,304,Not Modified,Vodafone_10UserGroup 1-3,,true,,396,532,10,10,https://www.vodafone.com.au/content/crowd/agents/DCP-1948/images/NextDayDelivery.svg,0,0,201
1572262401988,278,https://www.vodafone.com.au/plans-12,200,OK,Vodafone_10UserGroup 1-3,text,true,,10304,427,10,10,https://www.vodafone.com.au/images/0333_TelesalesLeadGen_Promobar-content-v2.png,275,0,204
1572262402006,169,https://www.vodafone.com.au/plans-13,200,OK,Vodafone_10UserGroup 1-3,text,true,,79635,432,10,10,https://www.vodafone.com.au/images/mobile/0333_TelesalesLeadGen_PromobarMobile-v2.png,64,0,0
1572262402175,54,https://www.vodafone.com.au/plans-14,200,OK,Vodafone_10UserGroup 1-3,text,true,,3246,415,10,10,https://www.vodafone.com.au/images/0339_SegmentsABtest-Families2.png,54,0,0
1572262402229,62,https://www.vodafone.com.au/plans-15,200,OK,Vodafone_10UserGroup 1-3,text,true,,2960,415,10,10,https://www.vodafone.com.au/images/0339_SegmentsABtest-Students2.png,62,0,0
1572262402266,95,https://www.vodafone.com.au/plans-16,200,OK,Vodafone_10UserGroup 1-3,text,true,,2800,414,10,10,https://www.vodafone.com.au/images/0339_SegmentsABtest-Roaming2.png,95,0,0
1572262402291,101,https://www.vodafone.com.au/plans-17,304,Not Modified,Vodafone_10UserGroup 1-3,,true,,458,466,10,10,https://www.vodafone.com.au/sites/static/simplicity/simplicity.min.js,0,0,0
1572262402361,90,https://www.vodafone.com.au/plans-18,304,Not Modified,Vodafone_10UserGroup 1-3,,true,,458,469,10,10,https://www.vodafone.com.au/sites/static/js/libraries/ngReact-vha.min.js,0,0,0
1572262402392,98,https://www.vodafone.com.au/plans-19,304,Not Modified,Vodafone_10UserGroup 1-3,,true,,465,444,10,10,https://www.vodafone.com.au/analytics/js/an.js,0,0,0
1572262402417,175,https://www.vodafone.com.au/plans-20,304,Not Modified,Vodafone_10UserGroup 1-3,,true,,381,557,10,10,https://customer.cludo.com/scripts/bundles/search-script.min.js,0,0,138
1572262401499,1093,https://www.vodafone.com.au/plans,200,OK,Vodafone_10UserGroup 1-3,text,true,,726905,9620,10,10,https://www.vodafone.com.au/plans,151,0,84
1572262401499,247,https://www.vodafone.com.au/plans-0,200,OK,Vodafone_10UserGroup 1-3,text,true,,136691,380,10,10,https://www.vodafone.com.au/plans,151,0,84
1572262401749,34,https://www.vodafone.com.au/plans-1,304,Not Modified,Vodafone_10UserGroup 1-3,,true,,458,455,10,10,https://www.vodafone.com.au/sites/static/seed/seed.min.css,0,0,0
1572262401749,219,https://www.vodafone.com.au/plans-2,304,Not Modified,Vodafone_10UserGroup 1-3,,true,,458,467,10,10,https://www.vodafone.com.au/sites/static/simplicity/simplicity.min.css,0,0,160
1572262401749,160,https://www.vodafone.com.au/plans-3,304,Not Modified,Vodafone_10UserGroup 1-3,,true,,382,554,10,10,https://customer.cludo.com/css/269/1761/cludo-search.min.css,0,0,98
1572262401749,231,https://www.vodafone.com.au/plans-4,304,Not Modified,Vodafone_10UserGroup 1-3,,true,,436,453,10,10,https://www.vodafone.com.au/cs/static/mm/img/favicon.ico,0,0,167
1572262401750,238,https://www.vodafone.com.au/plans-5,304,Not Modified,Vodafone_10UserGroup 1-3,,true,,516,442,10,10,https://auth.myvodafone.com.au/resources/js/embedded.js,0,0,173
1572262401750,231,https://www.vodafone.com.au/plans-6,304,Not Modified,Vodafone_10UserGroup 1-3,,true,,458,453,10,10,https://www.vodafone.com.au/sites/static/js/aaa_login.js,0,0,171
1572262401783,223,https://www.vodafone.com.au/plans-7,304,Not Modified,Vodafone_10UserGroup 1-3,,true,,458,470,10,10,https://www.vodafone.com.au/sites/static/js/libraries/jquery-1.8.3.min.js,0,0,165
1572262401909,601,https://www.vodafone.com.au/plans-8,200,OK,Vodafone_10UserGroup 1-3,text,true,,364522,422,10,10,https://www.vodafone.com.au/images/0689_ATL-Plans-Refresh_bannerdesktop.jpg,287,0,230
1572262401968,449,https://www.vodafone.com.au/plans-9,200,OK,Vodafone_10UserGroup 1-3,text,true,,121027,428,10,10,https://www.vodafone.com.au/images/mobile/0689_ATL-Plans-Refresh_bannermobile.jpg,278,0,213
1572262401980,460,https://www.vodafone.com.au/plans-10,304,Not Modified,Vodafone_10UserGroup 1-3,,true,,396,525,10,10,https://www.vodafone.com.au/content/crowd/agents/DCP-1948/images/Delivery.svg,0,0,202
1572262401981,461,https://www.vodafone.com.au/plans-11,304,Not Modified,Vodafone_10UserGroup 1-3,,true,,396,532,10,10,https://www.vodafone.com.au/content/crowd/agents/DCP-1948/images/NextDayDelivery.svg,0,0,201
1572262401988,278,https://www.vodafone.com.au/plans-12,200,OK,Vodafone_10UserGroup 1-3,text,true,,10304,427,10,10,https://www.vodafone.com.au/images/0333_TelesalesLeadGen_Promobar-content-v2.png,275,0,204
1572262402006,169,https://www.vodafone.com.au/plans-13,200,OK,Vodafone_10UserGroup 1-3,text,true,,79635,432,10,10,https://www.vodafone.com.au/images/mobile/0333_TelesalesLeadGen_PromobarMobile-v2.png,64,0,0
1572262402175,54,https://www.vodafone.com.au/plans-14,200,OK,Vodafone_10UserGroup 1-3,text,true,,3246,415,10,10,https://www.vodafone.com.au/images/0339_SegmentsABtest-Families2.png,54,0,0
1572262402229,62,https://www.vodafone.com.au/plans-15,200,OK,Vodafone_10UserGroup 1-3,text,true,,2960,415,10,10,https://www.vodafone.com.au/images/0339_SegmentsABtest-Students2.png,62,0,0
1572262402266,95,https://www.vodafone.com.au/plans-16,200,OK,Vodafone_10UserGroup 1-3,text,true,,2800,414,10,10,https://www.vodafone.com.au/images/0339_SegmentsABtest-Roaming2.png,95,0,0
1572262402291,101,https://www.vodafone.com.au/plans-17,304,Not Modified,Vodafone_10UserGroup 1-3,,true,,458,466,10,10,https://www.vodafone.com.au/sites/static/simplicity/simplicity.min.js,0,0,0
1572262402361,90,https://www.vodafone.com.au/plans-18,304,Not Modified,Vodafone_10UserGroup 1-3,,true,,458,469,10,10,https://www.vodafone.com.au/sites/static/js/libraries/ngReact-vha.min.js,0,0,0
1572262402392,98,https://www.vodafone.com.au/plans-19,304,Not Modified,Vodafone_10UserGroup 1-3,,true,,465,444,10,10,https://www.vodafone.com.au/analytics/js/an.js,0,0,0
1572262402417,175,https://www.vodafone.com.au/plans-20,304,Not Modified,Vodafone_10UserGroup 1-3,,true,,381,557,10,10,https://customer.cludo.com/scripts/bundles/search-script.min.js,0,0,138
1572262402593,572,https://www.vodafone.com.au/api/mobile_plans_full_fr.json,200,OK,Vodafone_10UserGroup 1-3,text,true,,804531,239,10,10,https://www.vodafone.com.au/api/mobile_plans_full_fr.json,40,0,0
1572262402593,572,https://www.vodafone.com.au/api/mobile_plans_full_fr.json,200,OK,Vodafone_10UserGroup 1-3,text,true,,804531,239,10,10,https://www.vodafone.com.au/api/mobile_plans_full_fr.json,40,0,0
1572262403165,258,https://www.vodafone.com.au/api/mobile_plans_fr.json,200,OK,Vodafone_10UserGroup 1-3,text,true,,279433,234,10,10,https://www.vodafone.com.au/api/mobile_plans_fr.json,47,0,0
1572262403165,258,https://www.vodafone.com.au/api/mobile_plans_fr.json,200,OK,Vodafone_10UserGroup 1-3,text,true,,279433,234,10,10,https://www.vodafone.com.au/api/mobile_plans_fr.json,47,0,0
1572262403424,90,https://www.vodafone.com.au/crowd/config/dcp1851mobile.json,200,OK,Vodafone_10UserGroup 1-3,text,true,,43120,318,10,10,https://www.vodafone.com.au/crowd/config/dcp1851mobile.json,63,0,0
1572262403424,90,https://www.vodafone.com.au/crowd/config/dcp1851mobile.json,200,OK,Vodafone_10UserGroup 1-3,text,true,,43120,318,10,10,https://www.vodafone.com.au/crowd/config/dcp1851mobile.json,63,0,0
1572262403515,99,https://www.vodafone.com.au/crowd/config/dcp1851mbb.json,200,OK,Vodafone_10UserGroup 1-3,text,true,,45929,315,10,10,https://www.vodafone.com.au/crowd/config/dcp1851mbb.json,65,0,0
1572262403515,99,https://www.vodafone.com.au/crowd/config/dcp1851mbb.json,200,OK,Vodafone_10UserGroup 1-3,text,true,,45929,315,10,10,https://www.vodafone.com.au/crowd/config/dcp1851mbb.json,65,0,0
1572262403614,88,https://www.vodafone.com.au/crowd/config/dcp1851tablet.json,200,OK,Vodafone_10UserGroup 1-3,text,true,,10557,318,10,10,https://www.vodafone.com.au/crowd/config/dcp1851tablet.json,88,0,0
1572262403614,88,https://www.vodafone.com.au/crowd/config/dcp1851tablet.json,200,OK,Vodafone_10UserGroup 1-3,text,true,,10557,318,10,10,https://www.vodafone.com.au/crowd/config/dcp1851tablet.json,88,0,0
1572262403702,56,https://www.vodafone.com.au/crowd/config/dcp1851nbn.json,200,OK,Vodafone_10UserGroup 1-3,text,true,,7991,315,10,10,https://www.vodafone.com.au/crowd/config/dcp1851nbn.json,55,0,0
1572262403702,56,https://www.vodafone.com.au/crowd/config/dcp1851nbn.json,200,OK,Vodafone_10UserGroup 1-3,text,true,,7991,315,10,10,https://www.vodafone.com.au/crowd/config/dcp1851nbn.json,55,0,0
1572262403758,312,https://www.vodafone.com.au/vcalightbox/bundleandsave,200,OK,Vodafone_10UserGroup 1-3,text,true,,4792,235,10,10,https://www.vodafone.com.au/vcalightbox/bundleandsave,312,0,217
1572262403758,312,https://www.vodafone.com.au/vcalightbox/bundleandsave,200,OK,Vodafone_10UserGroup 1-3,text,true,,4792,235,10,10,https://www.vodafone.com.au/vcalightbox/bundleandsave,312,0,217
1572262326742,2568,PhonePlans,200,"Number of samples in transaction : 8, number of failing samples : 0",Vodafone_10UserGroup 1-3,,true,,1923258,11594,10,10,null,821,74761,301
1572262326742,2568,PhonePlans,200,"Number of samples in transaction : 8, number of failing samples : 0",Vodafone_10UserGroup 1-3,,true,,1923258,11594,10,10,null,821,74761,301
1572262402844,1997,https://www.vodafone.com.au/prepaid/plans,200,OK,Vodafone_10UserGroup 1-10,text,true,,1812659,8890,10,10,https://www.vodafone.com.au/prepaid/plans,374,0,304
1572262402844,894,https://www.vodafone.com.au/prepaid/plans-0,200,OK,Vodafone_10UserGroup 1-10,text,true,,484861,388,10,10,https://www.vodafone.com.au/prepaid/plans,374,0,304
1572262403743,826,https://www.vodafone.com.au/prepaid/plans-1,200,OK,Vodafone_10UserGroup 1-10,text,true,,667285,405,10,10,https://www.vodafone.com.au/sites/static/seed/seed.min.css,262,0,194
1572262403743,227,https://www.vodafone.com.au/prepaid/plans-2,200,OK,Vodafone_10UserGroup 1-10,text,true,,256013,417,10,10,https://www.vodafone.com.au/sites/static/simplicity/simplicity.min.css,59,0,0
1572262403743,184,https://www.vodafone.com.au/prepaid/plans-3,304,Not Modified,Vodafone_10UserGroup 1-10,,true,,382,554,10,10,https://customer.cludo.com/css/269/1761/cludo-search.min.css,0,0,137
1572262403743,262,https://www.vodafone.com.au/prepaid/plans-4,304,Not Modified,Vodafone_10UserGroup 1-10,,true,,436,453,10,10,https://www.vodafone.com.au/cs/static/mm/img/favicon.ico,0,0,198
1572262403743,254,https://www.vodafone.com.au/prepaid/plans-5,304,Not Modified,Vodafone_10UserGroup 1-10,,true,,516,442,10,10,https://auth.myvodafone.com.au/resources/js/embedded.js,0,0,198
1572262403744,263,https://www.vodafone.com.au/prepaid/plans-6,200,OK,Vodafone_10UserGroup 1-10,text,true,,5714,403,10,10,https://www.vodafone.com.au/sites/static/js/aaa_login.js,263,0,201
1572262403928,470,https://www.vodafone.com.au/prepaid/plans-7,200,OK,Vodafone_10UserGroup 1-10,text,true,,94200,420,10,10,https://www.vodafone.com.au/sites/static/js/libraries/jquery-1.8.3.min.js,283,0,218
1572262403972,478,https://www.vodafone.com.au/prepaid/plans-8,200,OK,Vodafone_10UserGroup 1-10,bin,true,,1346,422,10,10,https://www.vodafone.com.au/content/crowd/agents/DCP-3306/images/v_data.svg,478,0,200
1572262403997,454,https://www.vodafone.com.au/prepaid/plans-9,200,OK,Vodafone_10UserGroup 1-10,bin,true,,3497,429,10,10,https://www.vodafone.com.au/content/crowd/agents/DCP-3306/images/v_offer-badge.svg,454,0,220
1572262404005,447,https://www.vodafone.com.au/prepaid/plans-10,200,OK,Vodafone_10UserGroup 1-10,bin,true,,3526,426,10,10,https://www.vodafone.com.au/content/crowd/agents/DCP-3306/images/byo-number.svg,447,0,214
1572262404007,460,https://www.vodafone.com.au/prepaid/plans-11,200,OK,Vodafone_10UserGroup 1-10,bin,true,,2096,424,10,10,https://www.vodafone.com.au/content/crowd/agents/DCP-3306/images/v_my-mix.svg,460,0,241
1572262404399,55,https://www.vodafone.com.au/prepaid/plans-12,200,OK,Vodafone_10UserGroup 1-10,text,true,,4190,413,10,10,https://www.vodafone.com.au/images/Hot-Offers-Onlineoffer-Icon.png,55,0,0
1572262404450,270,https://www.vodafone.com.au/prepaid/plans-13,304,Not Modified,Vodafone_10UserGroup 1-10,,true,,396,525,10,10,https://www.vodafone.com.au/content/crowd/agents/DCP-1948/images/Delivery.svg,0,0,0
1572262404452,389,https://www.vodafone.com.au/prepaid/plans-14,304,Not Modified,Vodafone_10UserGroup 1-10,,true,,396,532,10,10,https://www.vodafone.com.au/content/crowd/agents/DCP-1948/images/NextDayDelivery.svg,0,0,0
1572262404452,67,https://www.vodafone.com.au/prepaid/plans-15,200,OK,Vodafone_10UserGroup 1-10,text,true,,4002,401,10,10,https://www.vodafone.com.au/images/LongExpiry-Icon.png,67,0,0
1572262404454,267,https://www.vodafone.com.au/prepaid/plans-16,200,OK,Vodafone_10UserGroup 1-10,text,true,,279905,416,10,10,https://www.vodafone.com.au/sites/static/simplicity/simplicity.min.js,89,0,0
1572262404467,111,https://www.vodafone.com.au/prepaid/plans-17,200,OK,Vodafone_10UserGroup 1-10,text,true,,3052,419,10,10,https://www.vodafone.com.au/sites/static/js/libraries/ngReact-vha.min.js,111,0,0
1572262404520,66,https://www.vodafone.com.au/prepaid/plans-18,304,Not Modified,Vodafone_10UserGroup 1-10,,true,,465,444,10,10,https://www.vodafone.com.au/analytics/js/an.js,0,0,0
1572262404571,150,https://www.vodafone.com.au/prepaid/plans-19,304,Not Modified,Vodafone_10UserGroup 1-10,,true,,381,557,10,10,https://customer.cludo.com/scripts/bundles/search-script.min.js,0,0,93
1572262402844,1997,https://www.vodafone.com.au/prepaid/plans,200,OK,Vodafone_10UserGroup 1-10,text,true,,1812659,8890,10,10,https://www.vodafone.com.au/prepaid/plans,374,0,304
1572262402844,894,https://www.vodafone.com.au/prepaid/plans-0,200,OK,Vodafone_10UserGroup 1-10,text,true,,484861,388,10,10,https://www.vodafone.com.au/prepaid/plans,374,0,304
1572262403743,826,https://www.vodafone.com.au/prepaid/plans-1,200,OK,Vodafone_10UserGroup 1-10,text,true,,667285,405,10,10,https://www.vodafone.com.au/sites/static/seed/seed.min.css,262,0,194
1572262403743,227,https://www.vodafone.com.au/prepaid/plans-2,200,OK,Vodafone_10UserGroup 1-10,text,true,,256013,417,10,10,https://www.vodafone.com.au/sites/static/simplicity/simplicity.min.css,59,0,0
1572262403743,184,https://www.vodafone.com.au/prepaid/plans-3,304,Not Modified,Vodafone_10UserGroup 1-10,,true,,382,554,10,10,https://customer.cludo.com/css/269/1761/cludo-search.min.css,0,0,137
1572262403743,262,https://www.vodafone.com.au/prepaid/plans-4,304,Not Modified,Vodafone_10UserGroup 1-10,,true,,436,453,10,10,https://www.vodafone.com.au/cs/static/mm/img/favicon.ico,0,0,198
1572262403743,254,https://www.vodafone.com.au/prepaid/plans-5,304,Not Modified,Vodafone_10UserGroup 1-10,,true,,516,442,10,10,https://auth.myvodafone.com.au/resources/js/embedded.js,0,0,198
1572262403744,263,https://www.vodafone.com.au/prepaid/plans-6,200,OK,Vodafone_10UserGroup 1-10,text,true,,5714,403,10,10,https://www.vodafone.com.au/sites/static/js/aaa_login.js,263,0,201
1572262403928,470,https://www.vodafone.com.au/prepaid/plans-7,200,OK,Vodafone_10UserGroup 1-10,text,true,,94200,420,10,10,https://www.vodafone.com.au/sites/static/js/libraries/jquery-1.8.3.min.js,283,0,218
1572262403972,478,https://www.vodafone.com.au/prepaid/plans-8,200,OK,Vodafone_10UserGroup 1-10,bin,true,,1346,422,10,10,https://www.vodafone.com.au/content/crowd/agents/DCP-3306/images/v_data.svg,478,0,200
1572262403997,454,https://www.vodafone.com.au/prepaid/plans-9,200,OK,Vodafone_10UserGroup 1-10,bin,true,,3497,429,10,10,https://www.vodafone.com.au/content/crowd/agents/DCP-3306/images/v_offer-badge.svg,454,0,220
1572262404005,447,https://www.vodafone.com.au/prepaid/plans-10,200,OK,Vodafone_10UserGroup 1-10,bin,true,,3526,426,10,10,https://www.vodafone.com.au/content/crowd/agents/DCP-3306/images/byo-number.svg,447,0,214
1572262404007,460,https://www.vodafone.com.au/prepaid/plans-11,200,OK,Vodafone_10UserGroup 1-10,bin,true,,2096,424,10,10,https://www.vodafone.com.au/content/crowd/agents/DCP-3306/images/v_my-mix.svg,460,0,241
1572262404399,55,https://www.vodafone.com.au/prepaid/plans-12,200,OK,Vodafone_10UserGroup 1-10,text,true,,4190,413,10,10,https://www.vodafone.com.au/images/Hot-Offers-Onlineoffer-Icon.png,55,0,0
1572262404450,270,https://www.vodafone.com.au/prepaid/plans-13,304,Not Modified,Vodafone_10UserGroup 1-10,,true,,396,525,10,10,https://www.vodafone.com.au/content/crowd/agents/DCP-1948/images/Delivery.svg,0,0,0
1572262404452,389,https://www.vodafone.com.au/prepaid/plans-14,304,Not Modified,Vodafone_10UserGroup 1-10,,true,,396,532,10,10,https://www.vodafone.com.au/content/crowd/agents/DCP-1948/images/NextDayDelivery.svg,0,0,0
1572262404452,67,https://www.vodafone.com.au/prepaid/plans-15,200,OK,Vodafone_10UserGroup 1-10,text,true,,4002,401,10,10,https://www.vodafone.com.au/images/LongExpiry-Icon.png,67,0,0
1572262404454,267,https://www.vodafone.com.au/prepaid/plans-16,200,OK,Vodafone_10UserGroup 1-10,text,true,,279905,416,10,10,https://www.vodafone.com.au/sites/static/simplicity/simplicity.min.js,89,0,0
1572262404467,111,https://www.vodafone.com.au/prepaid/plans-17,200,OK,Vodafone_10UserGroup 1-10,text,true,,3052,419,10,10,https://www.vodafone.com.au/sites/static/js/libraries/ngReact-vha.min.js,111,0,0
1572262404520,66,https://www.vodafone.com.au/prepaid/plans-18,304,Not Modified,Vodafone_10UserGroup 1-10,,true,,465,444,10,10,https://www.vodafone.com.au/analytics/js/an.js,0,0,0
1572262404571,150,https://www.vodafone.com.au/prepaid/plans-19,304,Not Modified,Vodafone_10UserGroup 1-10,,true,,381,557,10,10,https://customer.cludo.com/scripts/bundles/search-script.min.js,0,0,93
1572262404842,116,https://www.vodafone.com.au/sites/REST/resources/v1/aggregates/VCA/Box/1448511766059?assetDepth=3,200,OK,Vodafone_10UserGroup 1-10,text,true,,114041,356,10,10,https://www.vodafone.com.au/sites/REST/resources/v1/aggregates/VCA/Box/1448511766059?assetDepth=3,48,0,0
1572262404842,116,https://www.vodafone.com.au/sites/REST/resources/v1/aggregates/VCA/Box/1448511766059?assetDepth=3,200,OK,Vodafone_10UserGroup 1-10,text,true,,114041,356,10,10,https://www.vodafone.com.au/sites/REST/resources/v1/aggregates/VCA/Box/1448511766059?assetDepth=3,48,0,0
1572262404959,34,https://www.vodafone.com.au/crowd/config/dcp1851mobile.json,304,Not Modified,Vodafone_10UserGroup 1-10,,true,,503,369,10,10,https://www.vodafone.com.au/crowd/config/dcp1851mobile.json,0,0,0
1572262404959,34,https://www.vodafone.com.au/crowd/config/dcp1851mobile.json,304,Not Modified,Vodafone_10UserGroup 1-10,,true,,503,369,10,10,https://www.vodafone.com.au/crowd/config/dcp1851mobile.json,0,0,0
1572262404994,28,https://www.vodafone.com.au/crowd/config/dcp1851mbb.json,304,Not Modified,Vodafone_10UserGroup 1-10,,true,,503,366,10,10,https://www.vodafone.com.au/crowd/config/dcp1851mbb.json,0,0,0
1572262404994,28,https://www.vodafone.com.au/crowd/config/dcp1851mbb.json,304,Not Modified,Vodafone_10UserGroup 1-10,,true,,503,366,10,10,https://www.vodafone.com.au/crowd/config/dcp1851mbb.json,0,0,0
1572262405023,37,https://www.vodafone.com.au/crowd/config/dcp1851tablet.json,304,Not Modified,Vodafone_10UserGroup 1-10,,true,,503,369,10,10,https://www.vodafone.com.au/crowd/config/dcp1851tablet.json,0,0,0
1572262405023,37,https://www.vodafone.com.au/crowd/config/dcp1851tablet.json,304,Not Modified,Vodafone_10UserGroup 1-10,,true,,503,369,10,10,https://www.vodafone.com.au/crowd/config/dcp1851tablet.json,0,0,0
1572262405061,75,https://www.vodafone.com.au/crowd/config/dcp1851nbn.json,304,Not Modified,Vodafone_10UserGroup 1-10,,true,,503,366,10,10,https://www.vodafone.com.au/crowd/config/dcp1851nbn.json,0,0,0
1572262405061,75,https://www.vodafone.com.au/crowd/config/dcp1851nbn.json,304,Not Modified,Vodafone_10UserGroup 1-10,,true,,503,366,10,10,https://www.vodafone.com.au/crowd/config/dcp1851nbn.json,0,0,0
1572262364320,2287,PrepaidPlans,200,"Number of samples in transaction : 6, number of failing samples : 0",Vodafone_10UserGroup 1-10,,true,,1928712,10716,10,10,null,422,38529,304
1572262364320,2287,PrepaidPlans,200,"Number of samples in transaction : 6, number of failing samples : 0",Vodafone_10UserGroup 1-10,,true,,1928712,10716,10,10,null,422,38529,304
1572262407903,934,https://www.vodafone.com.au/plans,200,OK,Vodafone_10UserGroup 1-4,text,true,,726905,9620,10,10,https://www.vodafone.com.au/plans,159,0,115
1572262407903,239,https://www.vodafone.com.au/plans-0,200,OK,Vodafone_10UserGroup 1-4,text,true,,136691,380,10,10,https://www.vodafone.com.au/plans,159,0,115
1572262408144,166,https://www.vodafone.com.au/plans-1,304,Not Modified,Vodafone_10UserGroup 1-4,,true,,458,455,10,10,https://www.vodafone.com.au/sites/static/seed/seed.min.css,0,0,129
1572262408144,36,https://www.vodafone.com.au/plans-2,304,Not Modified,Vodafone_10UserGroup 1-4,,true,,458,467,10,10,https://www.vodafone.com.au/sites/static/simplicity/simplicity.min.css,0,0,0
1572262408144,129,https://www.vodafone.com.au/plans-3,304,Not Modified,Vodafone_10UserGroup 1-4,,true,,382,554,10,10,https://customer.cludo.com/css/269/1761/cludo-search.min.css,0,0,75
1572262408144,159,https://www.vodafone.com.au/plans-4,304,Not Modified,Vodafone_10UserGroup 1-4,,true,,436,453,10,10,https://www.vodafone.com.au/cs/static/mm/img/favicon.ico,0,0,129
1572262408144,183,https://www.vodafone.com.au/plans-5,304,Not Modified,Vodafone_10UserGroup 1-4,,true,,516,442,10,10,https://auth.myvodafone.com.au/resources/js/embedded.js,0,0,141
1572262408144,174,https://www.vodafone.com.au/plans-6,304,Not Modified,Vodafone_10UserGroup 1-4,,true,,458,453,10,10,https://www.vodafone.com.au/sites/static/js/aaa_login.js,0,0,140
1572262408180,161,https://www.vodafone.com.au/plans-7,304,Not Modified,Vodafone_10UserGroup 1-4,,true,,458,470,10,10,https://www.vodafone.com.au/sites/static/js/libraries/jquery-1.8.3.min.js,0,0,116
1572262408274,477,https://www.vodafone.com.au/plans-8,200,OK,Vodafone_10UserGroup 1-4,text,true,,364522,422,10,10,https://www.vodafone.com.au/images/0689_ATL-Plans-Refresh_bannerdesktop.jpg,190,0,147
1572262408303,347,https://www.vodafone.com.au/plans-9,200,OK,Vodafone_10UserGroup 1-4,text,true,,121027,428,10,10,https://www.vodafone.com.au/images/mobile/0689_ATL-Plans-Refresh_bannermobile.jpg,185,0,143
1572262408311,402,https://www.vodafone.com.au/plans-10,304,Not Modified,Vodafone_10UserGroup 1-4,,true,,396,525,10,10,https://www.vodafone.com.au/content/crowd/agents/DCP-1948/images/Delivery.svg,0,0,135
